Year,Quarter,Region,Total_Enrollment,Telehealth_Users,Telehealth_Rate
2020,Overall,Alabama,504096.33333,206967.0,0.4204
2020,Overall,Alaska,90235.25,38164.0,0.4774
2020,Overall,Arizona,683404.66667,330868.0,0.5093
2020,Overall,Arkansas,408027.75,156778.0,0.3966
2020,Overall,California,2937567.8333,1602926.0,0.5969
2020,Overall,Colorado,448799.91667,191989.0,0.4572
2020,Overall,Connecticut,315203.25,181962.0,0.5861
2020,Overall,Delaware,159145.16667,96701.0,0.6162
2020,Overall,District Of Columbia,57945.916667,31743.0,0.5881
2020,Overall,Florida,2120377.4167,1000400.0,0.4817
2020,Overall,Georgia,882774.91667,350406.0,0.4087
2020,Overall,Hawaii,110054.16667,52125.0,0.5131
2020,Overall,Idaho,194966.33333,61565.0,0.3368
2020,Overall,Illinois,1386115.0833,610824.0,0.4574
2020,Overall,Indiana,732557.5,322339.0,0.4491
2020,Overall,Iowa,434031.08333,149052.0,0.3519
2020,Overall,Kansas,385872.91667,117844.0,0.3132
2020,Overall,Kentucky,517771.33333,231808.0,0.4588
2020,Overall,Louisiana,450725.25,188604.0,0.4245
2020,Overall,Maine,177357.5,78285.0,0.4678
2020,Overall,Maryland,777950.41667,440009.0,0.5908
2020,Overall,Massachusetts,852443.91667,577879.0,0.6927
2020,Overall,Michigan,965988.08333,456287.0,0.4871
2020,Overall,Minnesota,460879.83333,225466.0,0.5116
2020,Overall,Mississippi,427175.83333,181157.0,0.4295
2020,Overall,Missouri,655256.66667,225058.0,0.3552
2020,Overall,Montana,171261.5,49185.0,0.3084
2020,Overall,Nebraska,253796.75,69034.0,0.2814
2020,Overall,Nevada,273383.75,110315.0,0.4406
2020,Overall,New Hampshire,207632.25,108006.0,0.5513
2020,Overall,New Jersey,938807.25,509810.0,0.5565
2020,Overall,New Mexico,226952.83333,113745.0,0.545
2020,Overall,New York,1723371.4167,899888.0,0.5355
2020,Overall,North Carolina,1087702.0833,463253.0,0.4355
2020,Overall,North Dakota,96687.666667,24094.0,0.2579
2020,Overall,Ohio,1107520.0,515904.0,0.4751
2020,Overall,Oklahoma,497752.58333,196818.0,0.4073
2020,Overall,Oregon,398617.0,178742.0,0.4894
2020,Overall,Pennsylvania,1311244.4167,648854.0,0.5071
2020,Overall,Puerto Rico,47376.0,15836.0,0.3949
2020,Overall,Rhode Island,93738.333333,59970.0,0.6622
2020,Overall,South Carolina,671168.58333,249151.0,0.3773
2020,Overall,South Dakota,124379.91667,40049.0,0.3383
2020,Overall,Tennessee,700553.5,212110.0,0.3097
2020,Overall,Territories,16553.0,1752.0,0.1452
2020,Overall,Texas,2086648.4167,1010215.0,0.5081
2020,Overall,Utah,210956.33333,81868.0,0.4045
2020,Overall,Vermont,116687.25,61207.0,0.5525
2020,Overall,Virgin Islands,17865.25,4599.0,0.3112
2020,Overall,Virginia,1006405.5,446334.0,0.4559
2020,Overall,Washington,762352.75,299696.0,0.4269
2020,Overall,West Virginia,246102.25,103198.0,0.4388
2020,Overall,Wisconsin,568424.75,217375.0,0.4016
2020,Overall,Wyoming,99242.583333,27754.0,0.3014
2020,Overall,Alabama,150932.91667,56053.0,0.3791
2020,Overall,Alaska,42692.166667,17169.0,0.4535
2020,Overall,Arizona,106532.25,43229.0,0.4417
2020,Overall,Arkansas,186186.33333,66119.0,0.367
2020,Overall,California,328365.16667,162941.0,0.5412
2020,Overall,Colorado,113596.08333,39544.0,0.3789
2020,Overall,Connecticut,13949.916667,7320.0,0.5354
2020,Overall,Delaware,48087.333333,28640.0,0.5964
2020,Overall,Florida,85280.5,32523.0,0.398
2020,Overall,Georgia,185015.91667,67462.0,0.3704
2020,Overall,Hawaii,36560.75,14227.0,0.4274
2020,Overall,Idaho,83485.0,21883.0,0.2848
2020,Overall,Illinois,259403.33333,86460.0,0.3445
2020,Overall,Indiana,211253.66667,82366.0,0.3985
2020,Overall,Iowa,238406.25,73105.0,0.3154
2020,Overall,Kansas,183964.91667,51446.0,0.288
2020,Overall,Kentucky,268913.91667,121369.0,0.464
2020,Overall,Louisiana,105117.91667,44033.0,0.4242
2020,Overall,Maine,100080.91667,42473.0,0.4503
2020,Overall,Maryland,44671.166667,22638.0,0.5162
2020,Overall,Massachusetts,33701.916667,21767.0,0.6678
2020,Overall,Michigan,249132.83333,100221.0,0.4222
2020,Overall,Minnesota,171742.5,66563.0,0.4085
2020,Overall,Mississippi,254065.08333,101031.0,0.4005
2020,Overall,Missouri,244991.83333,69061.0,0.2965
2020,Overall,Montana,116200.5,32779.0,0.3052
2020,Overall,Nebraska,129410.66667,31640.0,0.2531
2020,Overall,Nevada,48114.583333,16280.0,0.3687
2020,Overall,New Hampshire,90970.583333,43433.0,0.5115
2020,Overall,New Jersey,11271.083333,5903.0,0.5468
2020,Overall,New Mexico,96272.0,43432.0,0.4892
2020,Overall,New York,210746.91667,104069.0,0.5082
2020,Overall,North Carolina,335099.0,134744.0,0.4097
2020,Overall,North Dakota,57246.833333,13422.0,0.244
2020,Overall,Ohio,318934.0,141886.0,0.4567
2020,Overall,Oklahoma,242955.16667,89796.0,0.3814
2020,Overall,Oregon,165906.83333,66193.0,0.4383
2020,Overall,Pennsylvania,192924.33333,75553.0,0.4014
2020,Overall,Rhode Island,224.08333333,103.0,0.4858
2020,Overall,South Carolina,126403.0,40660.0,0.3277
2020,Overall,South Dakota,77530.416667,24290.0,0.3298
2020,Overall,Tennessee,239421.66667,66802.0,0.2847
2020,Overall,Texas,419069.91667,174065.0,0.434
2020,Overall,Utah,48921.25,16883.0,0.3655
2020,Overall,Vermont,86710.666667,42380.0,0.5172
2020,Overall,Virginia,185713.5,69747.0,0.3847
2020,Overall,Washington,175676.58333,62331.0,0.3875
2020,Overall,West Virginia,84308.25,31945.0,0.3976
2020,Overall,Wisconsin,217570.5,73082.0,0.3574
2020,Overall,Wyoming,68674.416667,18077.0,0.2855
2020,Overall,Alabama,351944.58333,150453.0,0.4383
2020,Overall,Alaska,44299.5,19780.0,0.5037
2020,Overall,Arizona,575308.75,287125.0,0.5217
2020,Overall,Arkansas,219810.16667,89950.0,0.4221
2020,Overall,California,2606771.9167,1439223.0,0.604
2020,Overall,Colorado,334861.5,152335.0,0.4831
2020,Overall,Connecticut,301145.66667,174612.0,0.5885
2020,Overall,Delaware,110988.91667,68029.0,0.625
2020,Overall,District Of Columbia,57918.583333,31738.0,0.5881
2020,Overall,Florida,2030866.3333,966629.0,0.4853
2020,Overall,Georgia,697011.41667,282688.0,0.4191
2020,Overall,Hawaii,73425.833333,37893.0,0.5549
2020,Overall,Idaho,111446.5,39676.0,0.3746
2020,Overall,Illinois,1126143.5,524190.0,0.4836
2020,Overall,Indiana,520936.58333,239857.0,0.4695
2020,Overall,Iowa,195405.75,75841.0,0.396
2020,Overall,Kansas,201378.66667,66247.0,0.3359
2020,Overall,Kentucky,246719.33333,109419.0,0.4528
2020,Overall,Louisiana,343262.91667,143520.0,0.4244
2020,Overall,Maine,77237.583333,35803.0,0.4903
2020,Overall,Maryland,733119.41667,417337.0,0.5955
2020,Overall,Massachusetts,818434.25,556001.0,0.6937
2020,Overall,Michigan,716564.5,355961.0,0.5092
2020,Overall,Minnesota,288879.08333,158810.0,0.5721
2020,Overall,Mississippi,171150.16667,79284.0,0.4729
2020,Overall,Missouri,410173.25,155971.0,0.3893
2020,Overall,Montana,55043.916667,16403.0,0.3149
2020,Overall,Nebraska,124341.0,37384.0,0.3108
2020,Overall,Nevada,224890.75,93922.0,0.4562
2020,Overall,New Hampshire,116172.66667,64333.0,0.582
2020,Overall,New Jersey,926175.91667,503402.0,0.557
2020,Overall,New Mexico,129972.0,69992.0,0.5869
2020,Overall,New York,1511671.1667,795577.0,0.5393
2020,Overall,North Carolina,751136.0,327896.0,0.4471
2020,Overall,North Dakota,39379.0,10656.0,0.2777
2020,Overall,Ohio,787953.58333,373720.0,0.4825
2020,Overall,Oklahoma,253676.83333,106603.0,0.4321
2020,Overall,Oregon,232647.91667,112540.0,0.5253
2020,Overall,Pennsylvania,1117733.1667,573164.0,0.5254
2020,Overall,Rhode Island,93500.25,59864.0,0.6627
2020,Overall,South Carolina,544378.5,208369.0,0.3888
2020,Overall,South Dakota,46827.833333,15753.0,0.3523
2020,Overall,Tennessee,460286.16667,145065.0,0.3227
2020,Overall,Texas,1664815.3333,835072.0,0.527
2020,Overall,Utah,161985.33333,64980.0,0.416
2020,Overall,Vermont,29612.5,18620.0,0.6534
2020,Overall,Virginia,818876.5,375839.0,0.4721
2020,Overall,Washington,586209.83333,237256.0,0.4387
2020,Overall,West Virginia,161478.25,71112.0,0.46
2020,Overall,Wisconsin,350736.5,144271.0,0.4285
2020,Overall,Wyoming,30558.166667,9677.0,0.3367
2020,Overall,Alabama,407874.91667,164804.0,0.4121
2020,Overall,Alaska,79167.583333,32243.0,0.4604
2020,Overall,Arizona,627803.33333,299260.0,0.5016
2020,Overall,Arkansas,339994.41667,127029.0,0.385
2020,Overall,California,2553859.1667,1375229.0,0.5888
2020,Overall,Colorado,395422.33333,162423.0,0.4389
2020,Overall,Connecticut,268819.75,149145.0,0.5643
2020,Overall,Delaware,141186.41667,84392.0,0.606
2020,Overall,District Of Columbia,47981.25,25768.0,0.5789
2020,Overall,Florida,1898929.75,884258.0,0.4747
2020,Overall,Georgia,749071.0,290076.0,0.3987
2020,Overall,Hawaii,99813.333333,47112.0,0.5107
2020,Overall,Idaho,169355.08333,50214.0,0.317
2020,Overall,Illinois,1209572.0,511398.0,0.4396
2020,Overall,Indiana,622986.75,260673.0,0.4274
2020,Overall,Iowa,387743.83333,125355.0,0.3308
2020,Overall,Kansas,339756.41667,97163.0,0.293
2020,Overall,Kentucky,414238.66667,176851.0,0.4372
2020,Overall,Louisiana,367723.0,147629.0,0.4074
2020,Overall,Maine,142007.0,58639.0,0.4378
2020,Overall,Maryland,676845.66667,374707.0,0.5781
2020,Overall,Massachusetts,713213.08333,473725.0,0.6791
2020,Overall,Michigan,781694.41667,350510.0,0.4633
2020,Overall,Minnesota,378081.33333,172558.0,0.4778
2020,Overall,Mississippi,346419.33333,142287.0,0.4165
2020,Overall,Missouri,547141.66667,173563.0,0.3282
2020,Overall,Montana,152061.16667,41000.0,0.2888
2020,Overall,Nebraska,229130.5,58223.0,0.2628
2020,Overall,Nevada,239860.83333,93259.0,0.4255
2020,Overall,New Hampshire,177160.75,89045.0,0.5317
2020,Overall,New Jersey,828217.75,442231.0,0.5467
2020,Overall,New Mexico,194328.75,94911.0,0.5328
2020,Overall,New York,1466643.6667,742146.0,0.5186
2020,Overall,North Carolina,918649.25,375070.0,0.4174
2020,Overall,North Dakota,85515.833333,19565.0,0.2364
2020,Overall,Ohio,949052.83333,425354.0,0.4588
2020,Overall,Oklahoma,419970.25,159245.0,0.3901
2020,Overall,Oregon,339744.41667,146767.0,0.4704
2020,Overall,Pennsylvania,1125341.8333,540119.0,0.4915
2020,Overall,Rhode Island,80203.416667,51366.0,0.6585
2020,Overall,South Carolina,586916.58333,212435.0,0.3672
2020,Overall,South Dakota,110482.08333,33846.0,0.3212
2020,Overall,Tennessee,604633.91667,171821.0,0.2903
2020,Overall,Texas,1823533.3333,862424.0,0.4966
2020,Overall,Utah,187319.75,69631.0,0.3866
2020,Overall,Vermont,99122.166667,50104.0,0.531
2020,Overall,Virginia,895280.66667,387977.0,0.4457
2020,Overall,Washington,666720.16667,255544.0,0.4149
2020,Overall,West Virginia,195411.16667,78126.0,0.418
2020,Overall,Wisconsin,480247.66667,171530.0,0.3756
2020,Overall,Wyoming,88097.666667,22933.0,0.2804
2020,Overall,Alabama,88608.083333,37915.0,0.4513
2020,Overall,Alaska,10392.666667,5550.0,0.6044
2020,Overall,Arizona,48680.333333,25855.0,0.5727
2020,Overall,Arkansas,63619.916667,27312.0,0.4515
2020,Overall,California,342829.58333,198227.0,0.6502
2020,Overall,Colorado,49683.583333,27158.0,0.5918
2020,Overall,Connecticut,42930.416667,30232.0,0.7151
2020,Overall,Delaware,16330.333333,11018.0,0.6935
2020,Overall,District Of Columbia,8561.0833333,4960.0,0.6262
2020,Overall,Florida,197014.91667,99689.0,0.5342
2020,Overall,Georgia,116101.16667,50820.0,0.4601
2020,Overall,Hawaii,7888.3333333,3450.0,0.509
2020,Overall,Idaho,24205.333333,10518.0,0.4607
2020,Overall,Illinois,160187.08333,87512.0,0.5696
2020,Overall,Indiana,101450.58333,56221.0,0.5683
2020,Overall,Iowa,43490.666667,22023.0,0.5298
2020,Overall,Kansas,42965.333333,18741.0,0.4549
2020,Overall,Kentucky,98567.416667,51394.0,0.5392
2020,Overall,Louisiana,74801.416667,35643.0,0.4898
2020,Overall,Maine,34212.75,18855.0,0.5858
2020,Overall,Maryland,91622.166667,58345.0,0.6763
2020,Overall,Massachusetts,133628.83333,99424.0,0.7627
2020,Overall,Michigan,172897.08333,98025.0,0.5862
2020,Overall,Minnesota,78449.0,49351.0,0.6599
2020,Overall,Mississippi,73326.75,34428.0,0.4789
2020,Overall,Missouri,100598.75,46817.0,0.4855
2020,Overall,Montana,18291.166667,7689.0,0.4648
2020,Overall,Nebraska,22881.25,9758.0,0.4479
2020,Overall,Nevada,30145.25,14786.0,0.5389
2020,Overall,New Hampshire,29504.25,18212.0,0.6655
2020,Overall,New Jersey,99614.666667,59970.0,0.6338
2020,Overall,New Mexico,29651.083333,16718.0,0.6134
2020,Overall,New York,234628.08333,142731.0,0.6365
2020,Overall,North Carolina,153526.66667,78393.0,0.5291
2020,Overall,North Dakota,10447.75,4187.0,0.4242
2020,Overall,Ohio,147539.83333,82756.0,0.5677
2020,Overall,Oklahoma,72312.083333,33871.0,0.4917
2020,Overall,Oregon,55389.75,29397.0,0.5943
2020,Overall,Pennsylvania,172773.25,99131.0,0.5969
2020,Overall,Rhode Island,12810.833333,8056.0,0.6852
2020,Overall,South Carolina,75245.666667,32229.0,0.4489
2020,Overall,South Dakota,12925.333333,5539.0,0.4644
2020,Overall,Tennessee,87267.083333,36008.0,0.4311
2020,Overall,Texas,223679.58333,119276.0,0.5753
2020,Overall,Utah,21719.0,10955.0,0.5426
2020,Overall,Vermont,17139.666667,10739.0,0.6732
2020,Overall,Virginia,99889.333333,50784.0,0.5283
2020,Overall,Washington,88909.25,39590.0,0.5036
2020,Overall,West Virginia,48531.583333,23695.0,0.5168
2020,Overall,Wisconsin,82625.666667,42216.0,0.5384
2020,Overall,Wyoming,10668.5,4482.0,0.4598
2020,Overall,Alabama,7613.3333333,4248.0,0.5051
2020,Overall,Alaska,675.0,371.0,0.5096
2020,Overall,Arizona,6921.0,5753.0,0.7382
2020,Overall,Arkansas,4413.4166667,2437.0,0.5055
2020,Overall,California,40879.083333,29470.0,0.6554
2020,Overall,Colorado,3694.0,2408.0,0.6056
2020,Overall,Connecticut,3453.0833333,2585.0,0.6702
2020,Overall,Delaware,1628.4166667,1291.0,0.7265
2020,Overall,District Of Columbia,1403.5833333,1015.0,0.6582
2020,Overall,Florida,24432.75,16453.0,0.604
2020,Overall,Georgia,17602.75,9510.0,0.4904
2020,Overall,Hawaii,2352.5,1563.0,0.6091
2020,Overall,Idaho,1405.9166667,833.0,0.5385
2020,Overall,Illinois,16356.0,11914.0,0.6496
2020,Overall,Indiana,8120.1666667,5445.0,0.6091
2020,Overall,Iowa,2796.5833333,1674.0,0.5476
2020,Overall,Kansas,3151.1666667,1940.0,0.5575
2020,Overall,Kentucky,4965.25,3563.0,0.6466
2020,Overall,Louisiana,8200.8333333,5332.0,0.5827
2020,Overall,Maine,1137.75,791.0,0.6369
2020,Overall,Maryland,9482.5833333,6957.0,0.6728
2020,Overall,Massachusetts,5602.0,4730.0,0.7495
2020,Overall,Michigan,11396.583333,7752.0,0.6023
2020,Overall,Minnesota,4349.5,3557.0,0.7446
2020,Overall,Mississippi,7429.75,4442.0,0.5383
2020,Overall,Missouri,7516.25,4678.0,0.5577
2020,Overall,Montana,909.16666667,496.0,0.496
2020,Overall,Nebraska,1785.0,1053.0,0.5278
2020,Overall,Nevada,3377.6666667,2270.0,0.6048
2020,Overall,New Hampshire,967.25,749.0,0.702
2020,Overall,New Jersey,10974.833333,7609.0,0.6073
2020,Overall,New Mexico,2973.0,2116.0,0.6441
2020,Overall,New York,22099.666667,15011.0,0.5957
2020,Overall,North Carolina,15526.166667,9790.0,0.5772
2020,Overall,North Dakota,724.08333333,342.0,0.4217
2020,Overall,Ohio,10927.333333,7794.0,0.6021
2020,Overall,Oklahoma,5470.25,3702.0,0.6078
2020,Overall,Oregon,3482.8333333,2578.0,0.6849
2020,Overall,Pennsylvania,13129.333333,9604.0,0.6599
2020,Overall,Rhode Island,724.08333333,548.0,0.6928
2020,Overall,South Carolina,9006.3333333,4487.0,0.4519
2020,Overall,South Dakota,972.5,664.0,0.6154
2020,Overall,Tennessee,8652.5,4281.0,0.4479
2020,Overall,Texas,39435.5,28515.0,0.6468
2020,Overall,Utah,1917.5833333,1282.0,0.6113
2020,Overall,Vermont,425.41666667,364.0,0.7778
2020,Overall,Virginia,11235.5,7573.0,0.6125
2020,Overall,Washington,6723.3333333,4562.0,0.6185
2020,Overall,West Virginia,2159.5,1377.0,0.5657
2020,Overall,Wisconsin,5551.4166667,3629.0,0.5908
2020,Overall,Wyoming,476.41666667,339.0,0.6408
2020,Overall,Alabama,95725.25,41774.0,0.4257
2020,Overall,Alaska,19618.916667,10415.0,0.5685
2020,Overall,Arizona,78043.416667,42556.0,0.5527
2020,Overall,Arkansas,75545.25,34705.0,0.4481
2020,Overall,California,959971.0,588658.0,0.6482
2020,Overall,Colorado,73004.166667,40529.0,0.5645
2020,Overall,Connecticut,91756.583333,61444.0,0.648
2020,Overall,Delaware,22881.416667,15237.0,0.6505
2020,Overall,District Of Columbia,22308.083333,13694.0,0.6193
2020,Overall,Florida,303745.83333,163868.0,0.5153
2020,Overall,Georgia,158517.08333,71929.0,0.4394
2020,Overall,Hawaii,12681.5,5753.0,0.4575
2020,Overall,Idaho,30575.666667,12889.0,0.4234
2020,Overall,Illinois,256316.66667,151661.0,0.5738
2020,Overall,Indiana,136735.0,80834.0,0.5664
2020,Overall,Iowa,57019.75,32292.0,0.555
2020,Overall,Kansas,48084.666667,22957.0,0.4645
2020,Overall,Kentucky,126490.83333,70292.0,0.5355
2020,Overall,Louisiana,118367.66667,58850.0,0.4743
2020,Overall,Maine,56362.833333,29955.0,0.5283
2020,Overall,Maryland,133030.91667,84405.0,0.6408
2020,Overall,Massachusetts,211841.41667,155367.0,0.72
2020,Overall,Michigan,205502.5,121859.0,0.5703
2020,Overall,Minnesota,81916.083333,54652.0,0.6484
2020,Overall,Mississippi,109434.5,52318.0,0.4583
2020,Overall,Missouri,107754.25,56059.0,0.4966
2020,Overall,Montana,25032.666667,10207.0,0.4194
2020,Overall,Nebraska,28597.25,13773.0,0.468
2020,Overall,Nevada,46663.833333,24312.0,0.544
2020,Overall,New Hampshire,28175.25,18659.0,0.6541
2020,Overall,New Jersey,139525.33333,85705.0,0.5847
2020,Overall,New Mexico,50918.416667,28595.0,0.5798
2020,Overall,New York,438412.08333,275196.0,0.5982
2020,Overall,North Carolina,193905.0,101856.0,0.5096
2020,Overall,North Dakota,13696.0,6256.0,0.45
2020,Overall,Ohio,176373.16667,108909.0,0.5674
2020,Overall,Oklahoma,86029.583333,43548.0,0.492
2020,Overall,Oregon,78875.5,41171.0,0.5564
2020,Overall,Pennsylvania,222378.66667,128214.0,0.5607
2020,Overall,Rhode Island,16514.333333,10942.0,0.6574
2020,Overall,South Carolina,73277.166667,31718.0,0.4081
2020,Overall,South Dakota,17945.583333,8355.0,0.4728
2020,Overall,Tennessee,102356.0,42795.0,0.4028
2020,Overall,Texas,309893.08333,193255.0,0.5978
2020,Overall,Utah,23146.416667,11960.0,0.5174
2020,Overall,Vermont,25746.083333,15663.0,0.6204
2020,Overall,Virginia,120025.16667,64607.0,0.5175
2020,Overall,Washington,118989.75,56701.0,0.4947
2020,Overall,West Virginia,59402.666667,30694.0,0.5096
2020,Overall,Wisconsin,109146.75,58308.0,0.5297
2020,Overall,Wyoming,11206.166667,5263.0,0.4755
2020,Overall,Alabama,408371.08333,165193.0,0.4191
2020,Overall,Alaska,70616.333333,27749.0,0.4504
2020,Overall,Arizona,605361.25,288312.0,0.5035
2020,Overall,Arkansas,332482.5,122073.0,0.3841
2020,Overall,California,1977596.8333,1014268.0,0.5707
2020,Overall,Colorado,375795.75,151460.0,0.435
2020,Overall,Connecticut,223446.66667,120518.0,0.5589
2020,Overall,Delaware,136263.75,81464.0,0.6102
2020,Overall,District Of Columbia,35637.833333,18049.0,0.5664
2020,Overall,Florida,1816631.5833,836532.0,0.4756
2020,Overall,Georgia,724257.83333,278477.0,0.4015
2020,Overall,Hawaii,97372.666667,46372.0,0.5209
2020,Overall,Idaho,164390.66667,48676.0,0.3195
2020,Overall,Illinois,1129798.4167,459163.0,0.4287
2020,Overall,Indiana,595822.5,241505.0,0.4199
2020,Overall,Iowa,377011.33333,116760.0,0.3196
2020,Overall,Kansas,337788.25,94887.0,0.2903
2020,Overall,Kentucky,391280.5,161516.0,0.4318
2020,Overall,Louisiana,332357.58333,129754.0,0.4052
2020,Overall,Maine,120994.66667,48330.0,0.4368
2020,Overall,Maryland,644919.5,355604.0,0.5801
2020,Overall,Massachusetts,640602.5,422512.0,0.6832
2020,Overall,Michigan,760485.58333,334428.0,0.4626
2020,Overall,Minnesota,378963.75,170814.0,0.4792
2020,Overall,Mississippi,317741.33333,128839.0,0.4188
2020,Overall,Missouri,547502.41667,168999.0,0.3246
2020,Overall,Montana,146228.83333,38978.0,0.2884
2020,Overall,Nebraska,225199.5,55261.0,0.256
2020,Overall,Nevada,226719.91667,86003.0,0.4181
2020,Overall,New Hampshire,179457.0,89347.0,0.5338
2020,Overall,New Jersey,799281.91667,424105.0,0.5512
2020,Overall,New Mexico,176034.41667,85150.0,0.5343
2020,Overall,New York,1284959.3333,624692.0,0.5118
2020,Overall,North Carolina,893797.08333,361397.0,0.4184
2020,Overall,North Dakota,82991.666667,17838.0,0.2243
2020,Overall,Ohio,931146.83333,406995.0,0.4553
2020,Overall,Oklahoma,411723.0,153270.0,0.3883
2020,Overall,Oregon,319741.5,137571.0,0.4723
2020,Overall,Pennsylvania,1088865.75,520640.0,0.4954
2020,Overall,Rhode Island,77224.0,49028.0,0.6633
2020,Overall,South Carolina,597891.41667,217433.0,0.3732
2020,Overall,South Dakota,106434.33333,31694.0,0.3147
2020,Overall,Tennessee,598197.5,169315.0,0.2926
2020,Overall,Texas,1776755.3333,816960.0,0.4907
2020,Overall,Utah,187809.91667,69908.0,0.3899
2020,Overall,Vermont,90941.166667,45544.0,0.5325
2020,Overall,Virginia,886380.33333,381727.0,0.4469
2020,Overall,Washington,643363.0,242995.0,0.4137
2020,Overall,West Virginia,186699.58333,72504.0,0.4144
2020,Overall,Wisconsin,459278.0,159067.0,0.3689
2020,Overall,Wyoming,88036.416667,22491.0,0.2776
2020,1,Alabama,508208.0,21796.0,0.0554
2020,1,Alabama,100779.33333,4754.0,0.0594
2020,1,Alabama,407428.66667,17042.0,0.0544
2020,1,Alabama,410708.33333,16321.0,0.0507
2020,1,Alabama,89556.0,5000.0,0.0784
2020,1,Alabama,7943.6666667,475.0,0.061
2020,1,Alabama,152909.0,5760.0,0.0487
2020,1,Alabama,354045.66667,15984.0,0.0583
2020,1,Alaska,88339.333333,4139.0,0.0758
2020,1,Alaska,19365.0,1456.0,0.1068
2020,1,Alaska,68974.333333,2683.0,0.0655
2020,1,Alaska,77506.333333,3178.0,0.0675
2020,1,Alaska,10152.333333,905.0,0.1327
2020,1,Alaska,680.66666667,56.0,0.0862
2020,1,Alaska,41812.0,1992.0,0.078
2020,1,Alaska,43349.666667,2032.0,0.0746
2020,1,Arizona,678892.0,31362.0,0.0617
2020,1,Arizona,80173.333333,5140.0,0.0895
2020,1,Arizona,598718.66667,26222.0,0.0581
2020,1,Arizona,622764.0,26713.0,0.057
2020,1,Arizona,48911.333333,3924.0,0.1186
2020,1,Arizona,7216.6666667,725.0,0.1024
2020,1,Arizona,106162.0,3526.0,0.0477
2020,1,Arizona,571160.33333,27802.0,0.0641
2020,1,Arkansas,409201.0,14549.0,0.0472
2020,1,Arkansas,77931.666667,4743.0,0.0781
2020,1,Arkansas,331269.33333,9806.0,0.0396
2020,1,Arkansas,340539.0,10459.0,0.0405
2020,1,Arkansas,64069.0,3875.0,0.0847
2020,1,Arkansas,4593.0,215.0,0.0484
2020,1,Arkansas,187353.0,6903.0,0.0495
2020,1,Arkansas,219785.0,7572.0,0.0453
2020,1,California,2918656.3333,193877.0,0.0915
2020,1,California,962555.33333,75790.0,0.1042
2020,1,California,1956101.0,118087.0,0.0848
2020,1,California,2536418.3333,159711.0,0.0866
2020,1,California,339761.0,29837.0,0.1272
2020,1,California,42477.0,4329.0,0.1054
2020,1,California,325874.33333,17064.0,0.0739
2020,1,California,2590266.3333,176734.0,0.0937
2020,1,Colorado,442961.33333,25761.0,0.0835
2020,1,Colorado,73122.666667,6639.0,0.1217
2020,1,Colorado,369838.66667,19122.0,0.0752
2020,1,Colorado,389879.66667,20020.0,0.074
2020,1,Colorado,49308.0,5283.0,0.1535
2020,1,Colorado,3773.6666667,458.0,0.127
2020,1,Colorado,111870.0,4869.0,0.0663
2020,1,Colorado,330747.33333,20881.0,0.0888
2020,1,Connecticut,316595.33333,21566.0,0.0867
2020,1,Connecticut,95124.0,8472.0,0.1083
2020,1,Connecticut,221471.33333,13094.0,0.0768
2020,1,Connecticut,269849.66667,15866.0,0.0752
2020,1,Connecticut,43114.333333,5297.0,0.1553
2020,1,Connecticut,3631.3333333,403.0,0.1122
2020,1,Connecticut,14023.333333,861.0,0.0795
2020,1,Connecticut,302459.0,20701.0,0.0871
2020,1,Delaware,158352.66667,10050.0,0.0795
2020,1,Delaware,23499.0,1848.0,0.0967
2020,1,Delaware,134853.66667,8202.0,0.0764
2020,1,Delaware,140363.33333,8150.0,0.0727
2020,1,Delaware,16296.333333,1736.0,0.1377
2020,1,Delaware,1693.0,164.0,0.0993
2020,1,Delaware,47664.333333,2978.0,0.0769
2020,1,Delaware,110621.33333,7070.0,0.0807
2020,1,District Of Columbia,58159.333333,2899.0,0.0684
2020,1,District Of Columbia,22735.0,1190.0,0.068
2020,1,District Of Columbia,35424.333333,1709.0,0.0688
2020,1,District Of Columbia,48090.333333,2332.0,0.0668
2020,1,District Of Columbia,8580.0,494.0,0.082
2020,1,District Of Columbia,1489.0,73.0,0.0506
2020,1,District Of Columbia,58131.333333,2899.0,0.0685
2020,1,Florida,2120450.6667,94393.0,0.0555
2020,1,Florida,315514.33333,18929.0,0.0733
2020,1,Florida,1804936.3333,75464.0,0.0523
2020,1,Florida,1898139.6667,79990.0,0.0522
2020,1,Florida,196939.66667,12401.0,0.0862
2020,1,Florida,25371.333333,2002.0,0.0804
2020,1,Florida,85499.0,2990.0,0.0459
2020,1,Florida,2030668.3333,91319.0,0.0559
2020,1,Georgia,883972.33333,31401.0,0.0462
2020,1,Georgia,166154.66667,7638.0,0.0581
2020,1,Georgia,717817.66667,23763.0,0.0434
2020,1,Georgia,748378.33333,24045.0,0.0416
2020,1,Georgia,117495.0,6283.0,0.0748
2020,1,Georgia,18099.0,1073.0,0.0607
2020,1,Georgia,187150.0,6375.0,0.0438
2020,1,Georgia,696055.33333,25006.0,0.0469
2020,1,Hawaii,108878.33333,4085.0,0.0523
2020,1,Hawaii,12783.666667,498.0,0.0558
2020,1,Hawaii,96094.666667,3587.0,0.0519
2020,1,Hawaii,98698.333333,3515.0,0.0496
2020,1,Hawaii,7787.6666667,390.0,0.0804
2020,1,Hawaii,2392.3333333,180.0,0.0779
2020,1,Hawaii,36010.333333,1297.0,0.053
